REF_AREA;Reference area (TR);FREQ;Frequency of observation (A);INDICATOR;Statistical indicator (NG_ADNKS);IKAMET_YERI;Place of residence (_T);ADNKS_GOSTERGE;ADNKS Indicator (NUFUS);Time period (TIME_PERIOD);Observation;OBS_STATUS;Observation status;TIME_FORMAT;Time format;DECIMAL;Decimals;UNIT_MEASURE;Unit of measure;UNIT_MULT;Unit multiplier
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2009;335156;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2010;338188;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2011;342146;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2012;346493;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2013;351509;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2014;355549;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2015;360388;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2016;370371;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2017;377610;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2018;387844;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2019;392166;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2020;395679;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2021;400976;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2022;405131;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2023;409865;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2024;412344;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR423;Düzce;NUFUS;Population;2025;415622;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2007;1437926;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2008;1490358;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2009;1522408;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2010;1560138;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2011;1601720;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2012;1634691;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2013;1676202;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2014;1722795;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2015;1780055;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2016;1830772;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2017;1883270;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2018;1906391;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2019;1953035;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2020;1997258;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2021;2033441;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2022;2079072;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2023;2102907;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2024;2130006;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR421;Kocaeli;NUFUS;Population;2025;2161171;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2007;835222;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2008;851292;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2009;861570;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2010;872872;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2011;888556;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2012;902267;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2013;917373;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2014;932706;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2015;953181;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2016;976948;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2017;990214;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2018;1010700;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2019;1029650;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2020;1042649;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2021;1060876;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2022;1080080;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2023;1098115;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2024;1110735;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR422;Sakarya;NUFUS;Population;2025;1123693;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2007;181758;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2008;197412;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2009;202531;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2010;203741;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2011;206535;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2012;211799;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2013;220122;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2014;226514;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2015;233009;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2016;241665;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2017;251203;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2018;262234;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2019;270976;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2020;276050;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2021;291001;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2022;296333;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2023;304780;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2024;307882;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR425;Yalova;NUFUS;Population;2025;311635;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2007;4466756;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2008;4548939;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2009;4650802;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2010;4771716;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2011;4890893;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2012;4965542;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2013;5045083;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2014;5150072;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2015;5270575;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2016;5346518;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2017;5445026;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2018;5503985;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2019;5639076;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2020;5663322;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2021;5747325;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2022;5782285;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2023;5803482;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2024;5864049;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR510;Ankara;NUFUS;Population;2025;5910320;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2007;226049;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2008;230145;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2009;231872;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2010;232633;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2011;234005;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2012;235424;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2013;237939;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2014;240362;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2015;242196;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2016;245610;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2017;246672;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2018;251913;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2019;253279;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2020;254919;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2021;258838;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2022;260838;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2023;263960;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2024;262791;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR522;Karaman;NUFUS;Population;2025;262355;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2007;1959082;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2008;1969868;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2009;1992675;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2010;2013845;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2011;2038555;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2012;2052281;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2013;2079225;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2014;2108808;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2015;2130544;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2016;2161303;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2017;2180149;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2018;2205609;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2019;2232374;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2020;2250020;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2021;2277017;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2022;2296347;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2023;2320241;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2024;2330024;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR521;Konya;NUFUS;Population;2025;2343409;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2007;1789295;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2008;1859275;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2009;1919729;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2010;1978333;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2011;2043482;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2012;2092537;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2013;2158265;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2014;2222562;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2015;2288456;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2016;2328555;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2017;2364396;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2018;2426356;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2019;2511700;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2020;2548308;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2021;2619832;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2022;2688004;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2023;2696249;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2024;2722103;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR611;Antalya;NUFUS;Population;2025;2777677;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2007;251181;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2008;247437;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2009;251550;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2010;258868;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2011;250527;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2012;254341;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2013;257267;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2014;256898;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2015;258339;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2016;261401;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2017;264779;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2018;269926;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2019;270796;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2020;267092;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2021;273716;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2022;273799;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2023;277452;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2024;275826;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR613;Burdur;NUFUS;Population;2025;277226;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2007;419845;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2008;407463;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2009;420796;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2010;448298;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2011;411245;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2012;416663;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2013;417774;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2014;418780;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2015;421766;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2016;427324;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2017;433830;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2018;441412;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2019;444914;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2020;440304;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2021;445678;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2022;445325;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2023;449777;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2024;446409;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR612;Isparta;NUFUS;Population;2025;445303;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2007;2006650;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2008;2026319;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2009;2062226;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2010;2085225;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2011;2108805;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2012;2125635;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2013;2149260;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2014;2165595;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2015;2183167;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2016;2201670;;;;;;;;;;
