REF_AREA;Reference area (TR);FREQ;Frequency of observation (A);INDICATOR;Statistical indicator (NG_ADNKS);IKAMET_YERI;Place of residence (_T);ADNKS_GOSTERGE;ADNKS Indicator (NUFUS);Time period (TIME_PERIOD);Observation;OBS_STATUS;Observation status;TIME_FORMAT;Time format;DECIMAL;Decimals;UNIT_MEASURE;Unit of measure;UNIT_MULT;Unit multiplier
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2017;97096;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2018;98907;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2019;97319;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2020;96161;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2021;94932;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2022;92481;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2023;92819;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2024;91354;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA24;Ardahan;NUFUS;Population;2025;90392;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2007;181866;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2008;184025;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2009;183486;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2010;184418;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2011;188857;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2012;190409;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2013;190424;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2014;192056;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2015;192435;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2016;192785;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2017;194775;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2018;197456;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2019;199442;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2020;201314;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2021;203159;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2022;203594;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2023;209738;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2024;206857;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA23;Iğdır;NUFUS;Population;2025;205071;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2007;312205;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2008;312128;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2009;306536;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2010;301766;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2011;305755;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2012;304821;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2013;300874;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2014;296466;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2015;292660;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2016;289786;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2017;287654;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2018;288878;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2019;285410;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2020;284923;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2021;281077;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2022;274829;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2023;278335;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2024;272300;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRA22;Kars;NUFUS;Population;2025;268991;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2007;251552;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2008;256091;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2009;255745;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2010;255170;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2011;262263;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2012;262507;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2013;265514;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2014;266019;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2015;267184;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2016;269560;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2017;273354;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2018;281205;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2019;279812;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2020;281768;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2021;283112;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2022;282556;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2023;285655;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2024;283276;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB13;Bingöl;NUFUS;Population;2025;282299;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2007;541258;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2008;547562;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2009;550667;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2010;552646;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2011;558556;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2012;562703;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2013;568239;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2014;568753;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2015;574304;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2016;578789;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2017;583671;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2018;595638;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2019;591098;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2020;587960;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2021;588088;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2022;591497;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2023;604411;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2024;603941;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB12;Elazığ;NUFUS;Population;2025;605678;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2007;722065;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2008;733789;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2009;736884;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2010;740643;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2011;757930;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2012;762366;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2013;762538;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2014;769544;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2015;772904;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2016;781305;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2017;786676;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2018;797036;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2019;800165;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2020;806156;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2021;808692;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2022;812580;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2023;742725;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2024;750491;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB11;Malatya;NUFUS;Population;2025;755854;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2007;84022;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2008;86449;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2009;83061;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2010;76699;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2011;85062;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2012;86276;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2013;85428;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2014;86527;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2015;86076;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2016;82193;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2017;82498;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2018;88198;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2019;84660;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2020;83443;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2021;83645;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2022;84366;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2023;89317;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2024;86612;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB14;Tunceli;NUFUS;Population;2025;85083;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2007;327886;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2008;326897;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2009;328489;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2010;328767;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2011;336624;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2012;337253;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2013;337156;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2014;338023;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2015;340449;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2016;341225;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2017;341474;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2018;349396;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2019;348115;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2020;350994;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2021;352277;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2022;353988;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2023;359747;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2024;359808;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB23;Bitlis;NUFUS;Population;2025;360423;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2007;246469;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2008;258590;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2009;256761;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2010;251302;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2011;272165;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2012;279982;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2013;273041;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2014;276287;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2015;278775;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2016;267813;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2017;275761;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2018;286470;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2019;280991;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2020;280514;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2021;278218;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2022;275333;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2023;287625;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2024;282191;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB24;Hakkari;NUFUS;Population;2025;279681;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2007;405509;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2008;404309;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2009;404484;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2010;406886;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2011;414706;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2012;413260;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2013;412553;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2014;411216;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2015;408728;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2016;406501;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2017;404544;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2018;407992;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2019;408809;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2020;411117;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2021;405228;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2022;399202;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2023;399879;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2024;392301;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB22;Muş;NUFUS;Population;2025;389127;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2007;979671;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2008;1004369;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2009;1022310;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2010;1035418;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2011;1022532;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2012;1051975;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2013;1070113;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2014;1085542;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2015;1096397;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2016;1100190;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2017;1106891;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2018;1123784;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2019;1136757;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2020;1149342;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2021;1141015;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TRB21;Van;NUFUS;Population;2022;1128749;;;;;;;;;;
